ray_0,ray_1,ray_2,ray_3,ray_4,ray_5,ray_6,ray_7,ray_8,ray_9,ray_10,ray_11,ray_12,ray_13,ray_14,ray_15,ray_16,ray_17,ray_18,ray_19,ray_20,ray_21,ray_22,ray_23,ray_24,ray_25,ray_26,ray_27,ray_28,ray_29,ray_30,ray_31,ray_32,ray_33,ray_34,ray_35,ray_36,ray_37,ray_38,ray_39,speed,steering,brake
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,9.0,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,9.0,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,0.0,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,9.0,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.5,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,9.0,2.4285714285714284,8.357142857142858,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.5,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,9.0,2.4285714285714284,8.357142857142858,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,2.2142857142857144,2.4285714285714284,8.357142857142858,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.5,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,0.0,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,2.2142857142857144,2.4285714285714284,8.357142857142858,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,2.2142857142857144,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,0.0,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,2.2142857142857144,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.7857142857142858,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
5.714285714285714,5.785714285714286,5.857142857142857,6.071428571428571,6.357142857142857,6.642857142857143,5.5,4.714285714285714,4.0,3.5,3.0714285714285716,2.7857142857142856,2.5,2.357142857142857,3.5714285714285716,2.2857142857142856,2.4285714285714284,4.071428571428571,1.7857142857142858,1.7142857142857142,1.2142857142857142,1.5,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.8571428571428572,2.2857142857142856,2.7857142857142856,3.357142857142857,4.142857142857143,5.214285714285714,6.0,5.928571428571429,5.857142857142857,0.0,0.0,1
